"",f.value,p.value,-log10(p),FDR,Fisher's LSD
807.272057772134,4.5114,3.7562e-05,4.4253,0.041972,ltb_bcg - ltb_ppd; ltb_bcg - ptb_bcg; ltb_bcg - ptb_ppd; ltb_bcg - rtb_bcg; ltb_bl - ltb_ppd; ltb_bl - ptb_bcg; ltb_bl - ptb_bl; ltb_bl - ptb_ppd; ltb_bl - rtb_bcg; ltb_bl - rtb_bl; rtb_ppd - ltb_ppd; sim_bcg - ltb_ppd; sim_bl - ltb_ppd; sim_ppd - ltb_ppd; rtb_ppd - ptb_bcg; sim_bcg - ptb_bcg; sim_bl - ptb_bcg; sim_ppd - ptb_bcg; sim_bcg - ptb_bl; sim_ppd - ptb_bl; rtb_ppd - ptb_ppd; sim_bcg - ptb_ppd; sim_bl - ptb_ppd; sim_ppd - ptb_ppd; rtb_ppd - rtb_bcg; sim_bcg - rtb_bcg; sim_bl - rtb_bcg; sim_ppd - rtb_bcg; sim_bcg - rtb_bl; sim_ppd - rtb_bl
526.963699897528,4.5092,3.778e-05,4.4227,0.041972,ltb_bcg - ltb_ppd; ltb_bcg - ptb_bcg; ltb_bcg - rtb_bl; ltb_bcg - rtb_ppd; ltb_bcg - sim_bl; ltb_bcg - sim_ppd; ptb_bl - ltb_bl; ptb_ppd - ltb_bl; ltb_bl - rtb_bl; ltb_bl - rtb_ppd; ltb_bl - sim_bl; ltb_bl - sim_ppd; ptb_bl - ltb_ppd; ptb_ppd - ltb_ppd; ptb_bl - ptb_bcg; ptb_ppd - ptb_bcg; ptb_bl - rtb_bl; ptb_bl - rtb_ppd; ptb_bl - sim_bcg; ptb_bl - sim_bl; ptb_bl - sim_ppd; ptb_ppd - rtb_bl; ptb_ppd - rtb_ppd; ptb_ppd - sim_bcg; ptb_ppd - sim_bl; ptb_ppd - sim_ppd; rtb_bcg - rtb_bl; rtb_bcg - rtb_ppd; rtb_bcg - sim_bl; rtb_bcg - sim_ppd
712.097798907024,4.5084,3.7862e-05,4.4218,0.041972,ltb_ppd - ltb_bcg; ptb_bcg - ltb_bcg; ptb_ppd - ltb_bcg; rtb_bcg - ltb_bcg; rtb_bl - ltb_bcg; ltb_ppd - ltb_bl; ptb_bcg - ltb_bl; ptb_ppd - ltb_bl; rtb_bl - ltb_bl; ltb_ppd - sim_bcg; ltb_ppd - sim_ppd; ptb_bcg - ptb_bl; ptb_bcg - rtb_bcg; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd; rtb_bl - ptb_bl; ptb_ppd - sim_bcg; ptb_ppd - sim_ppd; rtb_bcg - sim_ppd; rtb_bl - sim_bcg; rtb_bl - sim_ppd; rtb_ppd - sim_ppd; sim_bl - sim_ppd
335.182858479273,4.5061,3.8098e-05,4.4191,0.041972,ltb_bl - ltb_bcg; sim_bcg - ltb_bcg; sim_ppd - ltb_bcg; ltb_bl - ltb_ppd; ltb_bl - ptb_bcg; ltb_bl - ptb_bl; ltb_bl - ptb_ppd; ltb_bl - rtb_bcg; ltb_bl - rtb_bl; ltb_bl - rtb_ppd; sim_bcg - ltb_ppd; sim_bl - ltb_ppd; sim_ppd - ltb_ppd; sim_bcg - ptb_bcg; sim_bl - ptb_bcg; sim_ppd - ptb_bcg; sim_bcg - ptb_bl; sim_ppd - ptb_bl; sim_bcg - ptb_ppd; sim_bl - ptb_ppd; sim_ppd - ptb_ppd; sim_bcg - rtb_bcg; sim_ppd - rtb_bcg; sim_bcg - rtb_bl; sim_bl - rtb_bl; sim_ppd - rtb_bl
780.593002381494,4.5019,3.8527e-05,4.4142,0.042007,rtb_bcg - ltb_bcg; rtb_bl - ltb_bcg; rtb_bcg - ltb_bl; rtb_bl - ltb_bl; rtb_bcg - ltb_ppd; rtb_bl - ltb_ppd; rtb_bcg - ptb_bcg; rtb_bl - ptb_bcg; rtb_bcg - ptb_bl; rtb_bl - ptb_bl; rtb_bcg - ptb_ppd; rtb_bl - ptb_ppd; rtb_bcg - rtb_ppd; rtb_bcg - sim_bcg; rtb_bcg - sim_bl; rtb_bcg - sim_ppd; rtb_bl - rtb_ppd; rtb_bl - sim_bcg; rtb_bl - sim_bl; rtb_bl - sim_ppd
946.427781163866,4.4931,3.9457e-05,4.4039,0.042311,ltb_ppd - ltb_bcg; ptb_ppd - ltb_bcg; rtb_bl - ltb_bcg; sim_bl - ltb_bcg; ltb_ppd - ltb_bl; ptb_ppd - ltb_bl; rtb_bl - ltb_bl; sim_bl - ltb_bl; ltb_ppd - ptb_bcg; ltb_ppd - ptb_bl; ltb_ppd - rtb_bcg; ltb_ppd - rtb_ppd; ltb_ppd - sim_bcg; ltb_ppd - sim_bl; ltb_ppd - sim_ppd; rtb_bl - ptb_bcg; rtb_bl - ptb_bl; ptb_ppd - rtb_bcg; ptb_ppd - rtb_ppd; ptb_ppd - sim_bcg; rtb_bl - rtb_bcg; rtb_bl - rtb_ppd; rtb_bl - sim_bcg; rtb_bl - sim_ppd
391.284104464357,4.4917,3.9606e-05,4.4022,0.042311,ltb_ppd - ltb_bcg; ptb_bcg - ltb_bcg; ptb_bl - ltb_bcg; ptb_ppd - ltb_bcg; rtb_bcg - ltb_bcg; rtb_bl - ltb_bcg; ltb_ppd - ltb_bl; ptb_bcg - ltb_bl; ptb_bl - ltb_bl; ptb_ppd - ltb_bl; rtb_bcg - ltb_bl; rtb_bl - ltb_bl; ltb_ppd - rtb_ppd; ltb_ppd - sim_bcg; ltb_ppd - sim_bl; ltb_ppd - sim_ppd; ptb_bcg - rtb_ppd; ptb_bcg - sim_bl; ptb_bcg - sim_ppd; ptb_bl - rtb_ppd; ptb_bl - sim_bcg; ptb_bl - sim_bl; ptb_bl - sim_ppd; ptb_ppd - rtb_ppd; ptb_ppd - sim_bcg; ptb_ppd - sim_bl; ptb_ppd - sim_ppd; rtb_bcg - rtb_ppd; rtb_bcg - sim_bcg; rtb_bcg - sim_bl; rtb_bcg - sim_ppd; rtb_bl - rtb_ppd; rtb_bl - sim_bl; rtb_bl - sim_ppd
304.248029961676,4.4876,4.0044e-05,4.3975,0.042351,ltb_ppd - ltb_bcg; ptb_bcg - ltb_bcg; ptb_bl - ltb_bcg; ptb_ppd - ltb_bcg; rtb_bcg - ltb_bcg; rtb_bl - ltb_bcg; rtb_ppd - ltb_bcg; sim_bcg - ltb_bcg; sim_bl - ltb_bcg; sim_ppd - ltb_bcg; ltb_ppd - ltb_bl; ptb_bcg - ltb_bl; ptb_bl - ltb_bl; ptb_ppd - ltb_bl; rtb_bcg - ltb_bl; rtb_bl - ltb_bl; rtb_ppd - ltb_bl; sim_bcg - ltb_bl; sim_bl - ltb_bl; sim_ppd - ltb_bl
1095.07500758174,4.4753,4.1393e-05,4.3831,0.042806,ptb_bcg - ltb_bcg; rtb_bcg - ltb_bcg; ptb_bcg - ltb_bl; ptb_bcg - ltb_ppd; ptb_bcg - ptb_bl; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd
985.201584565791,4.4683,4.2185e-05,4.3748,0.042806,ltb_ppd - ltb_bcg; ptb_bcg - ltb_bcg; ltb_ppd - ltb_bl; ptb_bcg - ltb_bl; ltb_ppd - ptb_bl; ltb_ppd - ptb_ppd; ltb_ppd - rtb_bl; ltb_ppd - rtb_ppd; ltb_ppd - sim_bcg; ltb_ppd - sim_bl; ptb_bcg - ptb_bl; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd
662.934514452996,4.4672,4.2308e-05,4.3736,0.042806,ltb_bcg - ltb_ppd; ltb_bcg - rtb_ppd; ltb_bcg - sim_ppd; ltb_bl - ltb_ppd; ltb_bl - ptb_bcg; ltb_bl - ptb_ppd; ltb_bl - rtb_bcg; ltb_bl - rtb_ppd; ltb_bl - sim_ppd; rtb_bl - ltb_ppd; sim_bcg - ltb_ppd; sim_bl - ltb_ppd; rtb_bl - ptb_bcg; sim_bcg - ptb_bcg; sim_bl - ptb_bcg; rtb_bl - ptb_bl; sim_bcg - ptb_bl; rtb_bl - ptb_ppd; sim_bcg - ptb_ppd; rtb_bl - rtb_bcg; sim_bcg - rtb_bcg; rtb_bl - rtb_ppd; rtb_bl - sim_ppd; sim_bcg - rtb_ppd; sim_bl - rtb_ppd; sim_bcg - sim_ppd; sim_bl - sim_ppd
424.574964105425,4.4654,4.2514e-05,4.3715,0.042806,ltb_bcg - ltb_ppd; ltb_bcg - ptb_bcg; ltb_bcg - ptb_bl; ltb_bcg - rtb_bcg; ltb_bcg - rtb_bl; ltb_bcg - rtb_ppd; ltb_bcg - sim_ppd; ltb_bl - ltb_ppd; ltb_bl - ptb_bcg; ltb_bl - ptb_bl; ltb_bl - rtb_bcg; ltb_bl - rtb_ppd; sim_bcg - ltb_bl; ltb_bl - sim_ppd; sim_bcg - ltb_ppd; sim_bl - ltb_ppd; sim_bcg - ptb_bcg; sim_bl - ptb_bcg; sim_bcg - ptb_bl; sim_bl - ptb_bl; sim_bcg - ptb_ppd; sim_bcg - rtb_bcg; sim_bl - rtb_bcg; sim_bcg - rtb_bl; sim_bcg - rtb_ppd; sim_bl - rtb_ppd; sim_bcg - sim_ppd; sim_bl - sim_ppd
515.978308734374,4.4611,4.3012e-05,4.3664,0.042806,ltb_bl - ltb_bcg; ltb_bl - ltb_ppd; ltb_bl - ptb_bcg; ltb_bl - ptb_bl; ltb_bl - ptb_ppd; ltb_bl - rtb_bcg; ltb_bl - rtb_bl; ltb_bl - rtb_ppd; ltb_bl - sim_bcg; ltb_bl - sim_bl; ltb_bl - sim_ppd
1133.77912021277,4.4588,4.3276e-05,4.3637,0.042806,ptb_bcg - ltb_bcg; ptb_bl - ltb_bcg; rtb_bcg - ltb_bcg; ptb_bcg - ltb_bl; ptb_bl - ltb_bl; rtb_bcg - ltb_bl; ptb_bcg - ltb_ppd; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd; ptb_bl - rtb_ppd; ptb_bl - sim_bcg; ptb_bl - sim_bl; ptb_bl - sim_ppd; rtb_bcg - rtb_ppd; rtb_bcg - sim_bcg; rtb_bcg - sim_bl; rtb_bcg - sim_ppd
857.119054791695,4.4573,4.3455e-05,4.362,0.042806,ltb_ppd - ltb_bcg; rtb_bcg - ltb_bcg; rtb_bl - ltb_bcg; ltb_ppd - ltb_bl; ptb_bl - ltb_bl; rtb_bcg - ltb_bl; rtb_bl - ltb_bl; ltb_ppd - ptb_ppd; ltb_ppd - rtb_ppd; ltb_ppd - sim_bl; ltb_ppd - sim_ppd; rtb_bcg - ptb_bcg; ptb_bcg - sim_ppd; rtb_bcg - ptb_bl; ptb_bl - sim_ppd; rtb_bcg - ptb_ppd; rtb_bl - ptb_ppd; rtb_bcg - rtb_ppd; rtb_bcg - sim_bcg; rtb_bcg - sim_bl; rtb_bcg - sim_ppd; rtb_bl - rtb_ppd; rtb_bl - sim_bcg; rtb_bl - sim_bl; rtb_bl - sim_ppd
661.09934233865,4.4551,4.3713e-05,4.3594,0.042806,ltb_bl - ltb_bcg; sim_bl - ltb_bcg; ltb_bl - ltb_ppd; ltb_bl - ptb_bcg; ltb_bl - ptb_bl; ltb_bl - ptb_ppd; ltb_bl - rtb_bcg; ltb_bl - rtb_bl; ltb_bl - rtb_ppd; ltb_bl - sim_bcg; ltb_bl - sim_ppd; sim_bl - ltb_ppd; sim_bl - ptb_ppd; sim_bl - rtb_bcg; sim_bl - rtb_ppd; sim_bl - sim_bcg
1233.21944955579,4.4497,4.4352e-05,4.3531,0.043034,ptb_ppd - ltb_bcg; ptb_ppd - ltb_bl; ptb_ppd - ltb_ppd; ptb_ppd - ptb_bcg; ptb_ppd - ptb_bl; ptb_ppd - rtb_bcg; ptb_ppd - rtb_bl; ptb_ppd - rtb_ppd; ptb_ppd - sim_bcg; ptb_ppd - sim_bl; ptb_ppd - sim_ppd
1128.5604672831,4.4331,4.6388e-05,4.3336,0.044123,ptb_bcg - ltb_bcg; ptb_ppd - ltb_bcg; ptb_bcg - ltb_bl; ptb_ppd - ltb_bl; ptb_bcg - ltb_ppd; ptb_ppd - ltb_ppd; ptb_bcg - ptb_bl; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd; ptb_ppd - ptb_bl; ptb_ppd - rtb_bcg; ptb_ppd - rtb_bl; ptb_ppd - rtb_ppd; ptb_ppd - sim_bcg; ptb_ppd - sim_bl; ptb_ppd - sim_ppd
987.47737151368,4.4301,4.6773e-05,4.33,0.044123,ltb_ppd - ltb_bcg; ptb_bcg - ltb_bcg; ptb_bl - ltb_bcg; ltb_ppd - ltb_bl; ptb_bcg - ltb_bl; ptb_bl - ltb_bl; ltb_ppd - sim_bl; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd; ptb_bl - ptb_ppd; ptb_bl - rtb_bcg; ptb_bl - rtb_bl; ptb_bl - rtb_ppd; ptb_bl - sim_bcg; ptb_bl - sim_bl; ptb_bl - sim_ppd
1103.8597629766,4.4295,4.6847e-05,4.3293,0.044123,ltb_bl - ltb_bcg; sim_bl - ltb_bcg; sim_bl - ltb_bl; sim_bl - ltb_ppd; sim_bl - ptb_bcg; sim_bl - ptb_bl; sim_bl - ptb_ppd; sim_bl - rtb_bcg; sim_bl - rtb_bl; sim_bl - rtb_ppd; sim_bl - sim_bcg; sim_bl - sim_ppd
415.253682259856,4.4272,4.7143e-05,4.3266,0.044123,ltb_ppd - ltb_bcg; ptb_bl - ltb_bcg; rtb_bl - ltb_bcg; ltb_bcg - sim_ppd; ltb_ppd - ltb_bl; ptb_bcg - ltb_bl; ptb_bl - ltb_bl; rtb_bcg - ltb_bl; rtb_bl - ltb_bl; sim_bcg - ltb_bl; ltb_ppd - sim_bl; ltb_ppd - sim_ppd; ptb_bcg - sim_bl; ptb_bcg - sim_ppd; ptb_bl - sim_bl; ptb_bl - sim_ppd; ptb_ppd - sim_ppd; rtb_bcg - sim_bl; rtb_bcg - sim_ppd; rtb_bl - sim_bl; rtb_bl - sim_ppd; rtb_ppd - sim_ppd; sim_bcg - sim_bl; sim_bcg - sim_ppd
1178.01817080605,4.416,4.8588e-05,4.3135,0.045077,ptb_bcg - ltb_bcg; rtb_bcg - ltb_bcg; rtb_bl - ltb_bcg; ptb_bcg - ltb_bl; rtb_bl - ltb_bl; ptb_bcg - ltb_ppd; ptb_bcg - ptb_bl; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd; rtb_bl - ptb_bl; rtb_bl - ptb_ppd
791.364501949319,4.4095,4.9446e-05,4.3059,0.045474,ptb_bcg - ltb_bcg; ltb_ppd - ltb_bl; ptb_bcg - ltb_bl; ptb_bl - ltb_bl; ptb_ppd - ltb_bl; rtb_bcg - ltb_bl; rtb_ppd - ltb_bl; ltb_ppd - rtb_bl; ltb_ppd - sim_bcg; ltb_ppd - sim_bl; ltb_ppd - sim_ppd; ptb_bcg - ptb_bl; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd; ptb_bl - sim_bcg; ptb_bl - sim_bl; ptb_bl - sim_ppd; ptb_ppd - rtb_bl; ptb_ppd - sim_bcg; ptb_ppd - sim_bl; ptb_ppd - sim_ppd; rtb_bcg - sim_bcg; rtb_bcg - sim_bl; rtb_bcg - sim_ppd; rtb_ppd - sim_bcg; rtb_ppd - sim_bl; rtb_ppd - sim_ppd
1083.75388402167,4.404,5.0187e-05,4.2994,0.045757,ptb_bl - ltb_bcg; ptb_ppd - ltb_bcg; rtb_bcg - ltb_bcg; ltb_ppd - ltb_bl; ptb_bl - ltb_bl; ptb_ppd - ltb_bl; rtb_bcg - ltb_bl; rtb_bl - ltb_bl; ltb_ppd - sim_ppd; ptb_bl - ptb_bcg; ptb_ppd - ptb_bcg; rtb_bcg - ptb_bcg; ptb_bl - rtb_ppd; ptb_bl - sim_bcg; ptb_bl - sim_bl; ptb_bl - sim_ppd; ptb_ppd - rtb_ppd; ptb_ppd - sim_bcg; ptb_ppd - sim_bl; ptb_ppd - sim_ppd; rtb_bcg - rtb_ppd; rtb_bcg - sim_bcg; rtb_bcg - sim_ppd; rtb_bl - sim_ppd
814.426532093317,4.3986,5.0936e-05,4.293,0.045773,ltb_ppd - ltb_bcg; rtb_bl - ltb_bcg; rtb_ppd - ltb_bcg; ltb_ppd - ltb_bl; rtb_ppd - ltb_bl; ltb_ppd - ptb_bcg; ltb_ppd - ptb_bl; ltb_ppd - ptb_ppd; ltb_ppd - rtb_bcg; ltb_ppd - sim_bcg; ltb_ppd - sim_bl; ltb_ppd - sim_ppd; rtb_ppd - ptb_bcg; rtb_bl - ptb_bl; rtb_ppd - ptb_bl; rtb_ppd - ptb_ppd; rtb_ppd - rtb_bcg; rtb_bl - sim_bl; rtb_ppd - sim_bcg; rtb_ppd - sim_bl; rtb_ppd - sim_ppd
450.30017359561,4.3976,5.1071e-05,4.2918,0.045773,ltb_ppd - ltb_bcg; ptb_bcg - ltb_bcg; rtb_bl - ltb_bcg; ltb_ppd - ltb_bl; ptb_bcg - ltb_bl; rtb_bl - ltb_bl; ltb_ppd - ptb_ppd; ltb_ppd - rtb_bcg; ltb_ppd - rtb_ppd; ltb_ppd - sim_bcg; ltb_ppd - sim_bl; ltb_ppd - sim_ppd; ptb_bcg - rtb_bcg; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd; rtb_bl - ptb_bl; rtb_bl - ptb_ppd; rtb_bl - rtb_bcg; rtb_bl - rtb_ppd; rtb_bl - sim_bcg; rtb_bl - sim_bl; rtb_bl - sim_ppd
455.537779851599,4.3845,5.2915e-05,4.2764,0.047028,ltb_bl - ltb_bcg; sim_bcg - ltb_bcg; sim_ppd - ltb_bcg; ltb_bl - ltb_ppd; ltb_bl - ptb_bcg; ltb_bl - ptb_bl; ltb_bl - ptb_ppd; ltb_bl - rtb_bcg; ltb_bl - rtb_bl; ltb_bl - rtb_ppd; ltb_bl - sim_bl; sim_bcg - ptb_bl; sim_ppd - ptb_bl; sim_bcg - ptb_ppd; sim_ppd - ptb_ppd; sim_bcg - rtb_bcg; sim_ppd - rtb_bcg; sim_bcg - rtb_bl; sim_ppd - rtb_bl; sim_bcg - rtb_ppd; sim_ppd - rtb_ppd; sim_bcg - sim_bl; sim_ppd - sim_bl
371.101110202632,4.3763,5.4105e-05,4.2668,0.047685,ltb_ppd - ltb_bcg; ptb_bcg - ltb_bcg; ptb_bl - ltb_bcg; ptb_ppd - ltb_bcg; rtb_bcg - ltb_bcg; rtb_bl - ltb_bcg; rtb_ppd - ltb_bcg; sim_bcg - ltb_bcg; sim_bl - ltb_bcg; sim_ppd - ltb_bcg; ltb_ppd - ltb_bl; ptb_bcg - ltb_bl; ptb_bl - ltb_bl; ptb_ppd - ltb_bl; rtb_bcg - ltb_bl; rtb_bl - ltb_bl; rtb_ppd - ltb_bl; sim_bcg - ltb_bl; sim_bl - ltb_bl; sim_ppd - ltb_bl
438.246059667419,4.3684,5.5268e-05,4.2575,0.048155,sim_bl - ltb_bcg; sim_ppd - ltb_bcg; ltb_bl - ltb_ppd; ltb_bl - ptb_bcg; ltb_bl - ptb_bl; ltb_bl - rtb_bl; sim_bl - ltb_bl; ptb_ppd - ltb_ppd; rtb_ppd - ltb_ppd; sim_bl - ltb_ppd; sim_ppd - ltb_ppd; ptb_ppd - ptb_bcg; rtb_bcg - ptb_bcg; rtb_ppd - ptb_bcg; sim_bl - ptb_bcg; sim_ppd - ptb_bcg; ptb_ppd - ptb_bl; rtb_bcg - ptb_bl; rtb_ppd - ptb_bl; sim_bl - ptb_bl; sim_ppd - ptb_bl; ptb_ppd - rtb_bl; sim_bl - rtb_bcg; rtb_ppd - rtb_bl; sim_bl - rtb_bl; sim_ppd - rtb_bl; sim_bl - sim_bcg; sim_ppd - sim_bcg
447.202630718261,4.3666,5.5549e-05,4.2553,0.048155,ltb_bl - ltb_bcg; ltb_bl - ltb_ppd; ltb_bl - ptb_bcg; ltb_bl - ptb_bl; ltb_bl - ptb_ppd; ltb_bl - rtb_bcg; ltb_bl - rtb_bl; ltb_bl - rtb_ppd; ltb_bl - sim_ppd; sim_bcg - ltb_ppd; sim_bl - ltb_ppd; sim_bcg - ptb_bcg; sim_bl - ptb_bcg; sim_bcg - ptb_bl; sim_bcg - ptb_ppd; sim_bl - ptb_ppd; sim_bcg - rtb_bcg; sim_bcg - rtb_bl; sim_bl - rtb_bl; sim_bcg - rtb_ppd
974.490343587305,4.3529,5.765e-05,4.2392,0.04957,ptb_bcg - ltb_bcg; ptb_bl - ltb_bcg; rtb_bcg - ltb_bcg; sim_bl - ltb_bcg; ptb_bcg - ltb_bl; ptb_bl - ltb_bl; rtb_bcg - ltb_bl; ptb_bcg - ltb_ppd; ptb_bl - ltb_ppd; rtb_bcg - ltb_ppd; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_ppd; ptb_bl - ptb_ppd; ptb_bl - rtb_bl; ptb_bl - rtb_ppd; ptb_bl - sim_bcg; ptb_bl - sim_ppd; rtb_bcg - ptb_ppd; sim_bl - ptb_ppd; rtb_bcg - rtb_bl; rtb_bcg - rtb_ppd; rtb_bcg - sim_bcg; rtb_bcg - sim_ppd; sim_bl - rtb_bl; sim_bl - sim_ppd
